mV','seconds'
-0.035,9.742
-0.035,9.744
-0.04,9.746
-0.045,9.748
-0.05,9.75
-0.055,9.752
-0.06,9.754
-0.06,9.756
-0.055,9.758
-0.055,9.76
-0.05,9.762
-0.045,9.764
-0.04,9.766
-0.04,9.768
-0.04,9.77
-0.045,9.772
-0.045,9.774
-0.05,9.776
-0.05,9.778
-0.055,9.78
-0.055,9.782
-0.055,9.784
-0.055,9.786
-0.05,9.788
-0.05,9.79
-0.05,9.792
-0.05,9.794
-0.05,9.796
-0.045,9.798
-0.045,9.8
-0.04,9.802
-0.035,9.804
-0.03,9.806
-0.025,9.808
-0.025,9.81
-0.025,9.812
-0.025,9.814
-0.025,9.816
-0.03,9.818
-0.035,9.82
-0.035,9.822
-0.035,9.824
-0.035,9.826
-0.035,9.828
-0.03,9.83
-0.03,9.832
-0.03,9.834
-0.03,9.836
-0.03,9.838
-0.03,9.84
-0.03,9.842
-0.03,9.844
-0.035,9.846
-0.03,9.848
-0.03,9.85
-0.03,9.852
-0.03,9.854
-0.03,9.856
-0.03,9.858
-0.03,9.86
-0.03,9.862
-0.03,9.864
-0.025,9.866
-0.025,9.868
-0.02,9.87
-0.02,9.872
-0.02,9.874
-0.025,9.876
-0.025,9.878
-0.03,9.88
-0.03,9.882
-0.03,9.884
-0.03,9.886
-0.025,9.888
-0.015,9.89
-0.005,9.892
0.005,9.894
0.02,9.896
0.03,9.898
0.045,9.9
0.055,9.902
0.065,9.904
0.07,9.906
0.08,9.908
0.085,9.91
0.085,9.912
0.09,9.914
0.09,9.916
0.09,9.918
0.085,9.92
0.085,9.922
0.08,9.924
0.08,9.926
0.075,9.928
0.075,9.93
0.08,9.932
0.08,9.934
0.08,9.936
0.08,9.938
0.085,9.94
0.08,9.942
0.08,9.944
0.08,9.946
0.075,9.948
0.075,9.95
0.075,9.952
0.075,9.954
0.08,9.956
0.08,9.958
0.085,9.96
0.09,9.962
0.095,9.964
0.1,9.966
0.105,9.968
0.105,9.97
0.11,9.972
0.105,9.974
0.105,9.976
0.1,9.978
0.1,9.98
0.095,9.982
0.095,9.984
0.095,9.986
0.095,9.988
0.095,9.99
0.095,9.992
0.095,9.994
0.095,9.996
0.095,9.998
